Name,Height,Reach,Stance,DOB,ID
Alejandro Garcia,"5' 7""",--,,--,e5dc36e0aba7e9da
Alex Garcia,"5' 9""","72""",Orthodox,"Jul 14, 1987",a2b12c3f3d60ff69
Nick Garcia,"5' 4""",--,,--,8a04d94dfcfab159
Steve Garcia,"6' 0""","75""",Southpaw,"May 22, 1992",97cf1a2c7c5e7889
Elias Garcia,"5' 5""","67""",Southpaw,"Sep 13, 1992",ac5a7400da3a9a41
Rafa Garcia,"5' 7""","70""",Orthodox,"Aug 05, 1994",e132d47bd9efbbe0
Fernie Garcia,"5' 7""","67""",Orthodox,"Apr 12, 1992",9e92e1ca498d7244
Rulon Gardner,"6' 3""",--,Orthodox,"Aug 16, 1971",4f7e290e71d60f87
David Gardner,"5' 11""",--,Orthodox,"May 17, 1977",70167689d6a01793
Ian Garry,"6' 3""","74""",Orthodox,"Nov 17, 1997",442c9011034ae1fd
Pablo Garza,"6' 1""","73""",Orthodox,"Sep 16, 1983",8e5bfd4e82352340
Azamat Gashimov,"5' 6""",--,Orthodox,"Apr 07, 1990",a1b0715c4fd2dbd3
Brian Gassaway,"6' 1""",--,Orthodox,"Aug 07, 1972",e4770d5ed44a3970
Kelvin Gastelum,"5' 9""","71""",Southpaw,"Oct 24, 1991",8c0580d4fff106c1
Willie Gates,"5' 8""","72""",Orthodox,"Jan 21, 1987",6ded9184b2284645
Melissa Gatto,"5' 5""","69""",Orthodox,"May 02, 1996",a4a80dd7336ffd59
Louis Gaudinot,"5' 3""","63""",Orthodox,"Aug 28, 1984",b72a60a0cadff408
Manuel Gaxhja,"5' 8""",--,Switch,"Jul 23, 1997",618643d0d5c0631d
Shamil Gaziev,--,--,,--,6747ccd6d1acd266
Charlene Gellner,"5' 2""",--,,--,effd0b70e6749ab2
Chad George,"5' 6""","68""",Southpaw,"Apr 30, 1982",14e797332ea32cdb
Paul Georgieff,"6' 2""",--,Orthodox,"Sep 22, 1982",2f1700b3a4a09bc7
Brian Geraghty,"5' 7""",--,Orthodox,"Nov 04, 1980",15edcf67ccf5be84
Derek Getzel,"6' 0""",--,,--,42883268854b78be
Karine Gevorgyan,"5' 4""","63""",,"Mar 09, 1989",2db0c114414d4f06
Yanis Ghemmouri,"5' 9""","69""",Orthodox,"Jan 24, 1995",eb70e786bbdf1d16
Darrel Gholar,"5' 8""",--,Orthodox,--,a24e080000fa7a35
Tiki Ghosn,"5' 10""",--,Orthodox,"Feb 09, 1977",cb6783c39c01d896
Christos Giagos,"5' 10""","71""",Orthodox,"Jan 23, 1990",de45aaae23dfa392
Joe Giannetti,"6' 0""","74""",Southpaw,"Jul 05, 1995",946db8a378903cc3
Nick Gibbons,"5' 10""",--,,--,96a221341035b701
James Giboo,"5' 11""",--,Orthodox,"Jan 06, 1978",f74e037b97917027
Lance Gibson,"5' 9""",--,Orthodox,"Nov 20, 1970",63eedfcc73071d41
Lee Gibson,"5' 7""",--,,--,69db199087a1a792
Cody Gibson,"5' 10""","71""",Orthodox,"Sep 11, 1987",700a674c042b7a96
Chase Gibson,"5' 10""","72""",Orthodox,"Feb 07, 1990",09439946214993bc
Kenny Giddens,"5' 11""",--,,--,db8b800176d26f6e
Thomas Gifford,"6' 1""","75""",Orthodox,"Jul 26, 1992",e7f51d9f9e9259e7
Joseph Gigliotti,"5' 11""",--,Orthodox,"Aug 13, 1993",83825fad27ab3581
Joey Gilbert,"5' 11""",--,Orthodox,"Jun 05, 1976",6bb1d2b714d4b3bc
Trevin Giles,"6' 0""","74""",Orthodox,"Aug 06, 1992",b27a1fcb56a3035a
Kultar Gill,"6' 0""",--,Orthodox,"Mar 24, 1979",42c96a9c4802e2e1
Jesse Gillespie,--,--,,--,160b931119c1bf91
Gregor Gillespie,"5' 7""","71""",Orthodox,"Nov 13, 1986",84ff027394f7e470
Jason Gilliam,"6' 0""",--,Orthodox,--,91720876db0ee468
Micheal Gillmore,"5' 11""","72""",Orthodox,"Mar 28, 1987",ce175eaafe867d1f
Krishaun Gilmore,--,--,,--,10ccdcd14c3dfcf1
Alex Gilpin,"5' 7""",--,Orthodox,"Mar 26, 1992",762c69860eef65d8
Bob Gilstrap,"6' 3""",--,Orthodox,--,c96518b7f6881004
Eperaim Ginting,"5' 4""","64""",Orthodox,"Nov 30, 1995",bad8ed7d714f1493
Demetrius Gioulacos,"5' 11""",--,,--,a58114c6dd0add64
Billy Giovanella,"5' 8""",--,,"Aug 20, 1985",c1ea31a904fe08a9
He-Man Gipson,--,--,,--,3e03cec9767d37e6
Israel Giron,"5' 8""",--,,"Jan 16, 1974",4b4f6abdce986be6
Brandon Girtz,"5' 7""",--,,"Mar 06, 1985",81f1810f72df8f25
Jason Glaza,"6' 0""",--,,--,fda067e842b07466
Mike Glenn,--,--,,"Oct 09, 1977",ed133185689088b3
Ricky Glenn,"6' 0""","70""",Southpaw,"Apr 12, 1989",814ff3018127e8fc
Mark Godbeer,"6' 4""","77""",Orthodox,"Nov 22, 1983",ad56b3f00ca38dfd
Clint Godfrey,"5' 6""",--,Southpaw,"Oct 21, 1982",bd85ca0bb4f26cfc
Loopy Godinez,"5' 2""","61""",Orthodox,"Sep 06, 1993",8e5d953bdb9ae5e7
Jason Godsey,"6' 2""",--,Orthodox,--,5ca158b1cc9cb242
Allan Goes,"6' 0""",--,Orthodox,"Apr 20, 1971",e62b36885ecdac27
Billy Goff,"5' 10""","72""",Switch,"Jun 18, 1998",fa07345cc9db5cc9
Amiran Gogoladze,"6' 1""","74""",Switch,"Dec 09, 1997",5d1636b6c1688502
Jonny Goh,"5' 11""",--,,--,e86af30738a5452a
Hannah Goldy,"5' 4""","61""",Orthodox,"May 18, 1992",26e3f3928b1891d9
Marcelo Golm,"6' 3""","75""",Orthodox,"Sep 15, 1992",ac29d508d78384c9
Denise Gomes,"5' 2""","63""",Orthodox,"Dec 30, 1999",cffb87059e645bd1
Sergio Gomez,"5' 6""",--,Orthodox,"Apr 29, 1982",af1e5c64b8663aa0
Frank Gomez,"5' 10""","67""",Orthodox,"Mar 31, 1986",a0a680fe2f6cc8e6
Alan Gomez,--,--,,--,0a66de3a797cf73a
David Gomez,--,--,,"Aug 08, 1983",489413d3be819647
Ulysses Gomez,"5' 6""",--,Orthodox,"May 25, 1983",1e35aa8955794580
Joey Gomez,"5' 10""","73""",Orthodox,"Jul 21, 1986",0778f94eb5d588a5
Luis Gomez,"5' 7""","68""",Orthodox,"Jan 28, 1995",513e84bfe65ff509
Joey Gomez,"5' 10""","71""",Orthodox,"Aug 29, 1989",3a28e1e641366308
Edson Gomez,"5' 8""","69""",Switch,"Feb 23, 1991",e90f4291f93708e6
Silvana Gomez Juarez,"5' 3""","65""",Orthodox,"Dec 06, 1984",b4880ef2f838d4e1
Takanori Gomi,"5' 7""","70""",Southpaw,"Sep 22, 1978",3be081c29bf734d9
William Gomis,"6' 0""","73""",Southpaw,"Jun 13, 1997",e1d40e8782d80bc2
Akihiro Gono,"5' 7""","68""",Switch,"Oct 07, 1974",b2acebbef8da14ea
Gabriel Gonzaga,"6' 2""","76""",Orthodox,"May 18, 1979",270b89c00ef0c55c
Justin Gonzales,"5' 9""","72""",Orthodox,"Apr 28, 1991",94535f76f43b466a
Fernando Gonzalez,"5' 9""","68""",Southpaw,"Sep 15, 1983",be5aab761c40ef35
Nick Gonzalez,"5' 6""",--,Orthodox,"Mar 03, 1981",28d8638ea0a71908
Fabian Gonzalez,"5' 10""",--,,--,69c071bc2621e8b0
Lewis Gonzalez,"5' 10""",--,Orthodox,"Sep 19, 1987",2ff2e6e5abea3e53
Jason Gonzalez,"6' 2""","74""",Southpaw,"Feb 28, 1990",e45cfa47f504033a
Pearl Gonzalez,"5' 4""",--,Orthodox,"Aug 12, 1986",1ebdcb7488d0ebee
Jorge Gonzalez,"6' 2""","76""",Orthodox,"Feb 29, 1984",ff175a137b395e2b
Mikey Gonzalez,"5' 11""","74""",Orthodox,"Aug 13, 1985",de47c33e48b0ce38
Erick Gonzalez,"5' 11""","75""",Orthodox,"Jan 20, 1992",a2ccf35a88346a91
Jennifer Gonzalez,"5' 2""",--,,"Mar 22, 1986",4f1a48f4e6ffb007
Kier Gooch,--,--,,"Apr 21, 1986",1bda4867f1baceac
Lyman Good,"6' 0""","74""",Orthodox,"May 26, 1985",4e0692ad070976e4
Jared Gooden,"6' 0""","77""",Orthodox,"Dec 05, 1993",c730a0be691dc081
Gary Goodridge,"6' 3""",--,Orthodox,"Jan 17, 1966",fbbde91f7bc2d3c5
Jordan Goodwin,--,--,,--,7f98d9d5a10fa25c
Gerard Gordeau,"6' 5""",--,Orthodox,"Mar 30, 1959",279093302a6f44b3
Eddie Gordon,"6' 0""","76""",Orthodox,"Jul 22, 1983",8cad40a75e5c97f5
Jared Gordon,"5' 9""","68""",Orthodox,"Sep 06, 1988",7026eca45f65377b
Tebaris Gordon,"6' 1""",--,Orthodox,"Jul 19, 1988",68c4ca70067bf282
Malcolm Gordon,"5' 7""","71""",Switch,"May 19, 1990",dee294e9717012c2
Tresean Gore,"6' 0""","75""",Switch,"Jun 21, 1994",147e70aa6cc48cfc
Alex Gorgees,"6' 2""","74""",Switch,"Aug 11, 1995",803bebcfb6d6f506
Themba Gorimbo,"6' 1""","77""",Orthodox,"Jan 23, 1991",40f3cb27fc7305a1
Tim Gorman,"5' 5""",--,Southpaw,"Apr 29, 1983",c10eb2f12c489f6d
Chase Gormley,"6' 3""",--,Orthodox,--,052ceb8976695342
Jonathan Goulet,"6' 0""","73""",Orthodox,"Jul 13, 1979",fb1538b46877a695
Thibault Gouti,"5' 10""","72""",Orthodox,"Feb 27, 1987",51e86de150ee8be6
Wilson Gouveia,"6' 1""","76""",Orthodox,"Oct 03, 1978",af5b208e97f5d382
Todd Gouwenberg,"6' 1""",--,Orthodox,"Sep 25, 1974",c44acf87e376c62b
Hugo Govea,--,--,,--,2391a73686200c5d
Justin Governale,--,--,,--,ae954fd497025462
Damian Grabowski,"6' 1""","75""",Orthodox,"May 12, 1980",3f11b5d4bd76a6d9
Royce Gracie,"6' 1""",--,Southpaw,"Dec 12, 1966",429e7d3725852ce9
Crosley Gracie,"5' 9""",--,Orthodox,"Jul 18, 1979",52d92050a046bc17
Daniel Gracie,"6' 2""",--,Orthodox,--,82d6a9ae41aac3f7
Ralph Gracie,"5' 9""",--,Orthodox,--,a9c45a8b21eabadc
Renzo Gracie,"5' 10""",--,Orthodox,"Mar 11, 1967",aae0897825336b1a
Rickson Gracie,"5' 10""",--,Switch,"Nov 20, 1958",194fc025f9355db6
Rodrigo Gracie,"6' 0""",--,Orthodox,"Apr 11, 1975",36877f0e62b25b96
Royler Gracie,"5' 8""",--,Southpaw,"Dec 06, 1965",b807814d977682eb
Ryan Gracie,"5' 9""",--,Orthodox,"Aug 14, 1974",0c3838c8f7c620c2
Ralek Gracie,"6' 2""",--,Orthodox,"Oct 04, 1985",84283233ec42be5f
Rolles Gracie,"6' 4""",--,Orthodox,"Jul 14, 1978",e4a9dbade7c7e1a7
Cesar Gracie,"5' 10""",--,Orthodox,--,079488710f012779
Roger Gracie,"6' 4""","79""",Orthodox,"Sep 26, 1981",a6bbd3df469c6bea
Igor Gracie,"5' 11""",--,,"Feb 04, 1980",722b870449243083
Neiman Gracie,"6' 0""",--,,--,12d855d12a624da2
Kron Gracie,"5' 9""","70""",Southpaw,"Jul 11, 1988",242d36d241b43c12
Bogdan Grad,"5' 8""","70""",Orthodox,"Sep 28, 1995",fb37795db81f93f3
Steven Graham,"6' 1""",--,Orthodox,--,3e514f437c51ce0a
Scott Graham,"6' 4""",--,Orthodox,--,6e4acc2c115215b5
Miranda Granger,"5' 7""","68""",Orthodox,"Apr 13, 1992",7559395ad833c074
TJ Grant,"5' 10""","72""",Orthodox,"Feb 26, 1984",a26198ba5093147e
Davey Grant,"5' 8""","69""",Orthodox,"Dec 18, 1985",113df4fde64735c6
Dwight Grant,"6' 1""","76""",Switch,"Sep 14, 1984",8be158ca1e5ea6a0
Alexa Grasso,"5' 5""","66""",Orthodox,"Aug 09, 1993",e8b731feff72294b
Tony Gravely,"5' 5""","69""",Orthodox,"Sep 28, 1991",601964f9654f911a
Michael Graves,"5' 10""","71""",Orthodox,"Jan 08, 1991",3f1d23b01c552a13
Shelton Graves,"6' 2""","76""",Southpaw,"Oct 23, 1985",642862d6d63605cd
James Gray,"5' 9""",--,Orthodox,"Oct 25, 1987",2db65fc038c0018e
Kevin Gray,"5' 4""","67""",Orthodox,"May 03, 1985",bb0d290026d7681d
Sam Greco,"6' 2""",--,Orthodox,"May 03, 1967",6d12031661db8ac8
Bobby Green,"5' 10""","71""",Orthodox,"Sep 09, 1986",887961364be5ceb3
Desmond Green,"5' 10""","73""",Southpaw,"Oct 11, 1989",f046d724d2a84ac5
Gabe Green,"5' 10""","73""",Switch,"May 02, 1993",5eb50529a8418b77
Maurice Greene,"6' 7""","80""",Orthodox,"Jul 05, 1986",068f8a189a47fea6
Matt Grice,"5' 8""","70""",Orthodox,"Jul 29, 1981",bfc2fc38a0e20211
Forrest Griffin,"6' 3""","77""",Orthodox,"Mar 16, 1979",fcffee71cff5530e
Tyson Griffin,"5' 6""","68""",Orthodox,"Apr 20, 1984",20205040232ed0f3
Max Griffin,"5' 11""","76""",Orthodox,"Nov 29, 1985",b0d6a1d8ac3d563d
Jordan Griffin,"5' 10""","73""",Southpaw,"Feb 28, 1990",ebef46976554f975
Chad Griggs,"6' 1""","73""",Orthodox,"May 15, 1978",fdf18227faa596dd
Charalampos Grigoriou,"5' 7""","67""",Orthodox,"Mar 31, 1992",68b8ebdfce9dbb61
Chuck Grigsby,"6' 6""",--,Orthodox,--,7fb4234670271505
Rodrigo Gripp de Sousa,"5' 11""",--,Orthodox,--,dde70a112e053a6c
Maxim Grishin,"6' 3""","78""",Orthodox,"May 02, 1984",950d0ef5c17157c5
Josh Grispi,"5' 11""","74""",Orthodox,"Oct 14, 1988",60ba33c3f555a7a3
Garrett Gross,"5' 9""",--,Orthodox,"Aug 08, 1988",6741218640534d8b
Kendall Grove,"6' 6""","79""",Orthodox,"Nov 12, 1982",234f3767ff0e5701
Neil Grove,"6' 6""",--,Orthodox,"Jan 18, 1971",36a432f22144843e
Chris Gruetzemacher,"5' 8""","68""",Orthodox,"Jun 16, 1986",feaf00f3373435d6
Vik Grujic,"5' 11""","73""",Orthodox,"Feb 06, 1977",1e7483dbff40b84b
Mike Grundy,"5' 7""","72""",Orthodox,"Jan 03, 1987",56fcb2c4d99f9d1b
Wang Guan,"5' 9""","71""",Orthodox,"Mar 14, 1986",dd12382f28296f7b
Nandor Guelmino,"6' 3""",--,,"Dec 20, 1975",1abfb658cd4f8533
Fabricio Guerreiro,"5' 10""",--,,"Jul 24, 1990",2963369e327e1979
Rainn Guerrero,"5' 6""","65""",Orthodox,"May 13, 1992",8300a47f6fd6fe4f
Shannon Gugerty,"5' 10""","71""",Orthodox,"Dec 30, 1981",9f1641c08cf8fbe2
Clay Guida,"5' 7""","70""",Orthodox,"Dec 08, 1981",c47df9303d318c67
Jason Guida,"5' 10""",--,,"Aug 04, 1977",ce25b4ed82b1811b
Melvin Guillard,"5' 9""","71""",Orthodox,"Mar 30, 1983",ccd1299e0345e0ce
Chris Guillen,"6' 0""",--,Orthodox,"Dec 09, 1972",da0f33e4255f99eb
Marcelo Guimaraes,"6' 0""","73""",Orthodox,"Jun 25, 1983",0c9c0a43d3f3f49d
Leonardo Guimaraes,"6' 0""",--,Orthodox,"Apr 15, 1982",cc98d857b148e33a
Brad Gumm,"5' 11""",--,Orthodox,--,4d74641fac830182
John Gunderson,"5' 9""","69""",Orthodox,"Jan 05, 1979",a0c139b34f11421a
John Gunther,"5' 9""","72""",Orthodox,"Nov 24, 1985",3956bdc8ab2e54b3
Jorge Gurgel,"5' 7""","69""",Orthodox,"Jan 25, 1977",04d5718ed2661e8c
Fabio Gurgel,"6' 0""",--,Orthodox,--,8377c5572cb356f3
Bogdan Guskov,"6' 3""","76""",Orthodox,"Sep 12, 1992",ef5dcb10d2bd4b0f
Gugun Gusman,"5' 7""","68""",Orthodox,"Mar 03, 1990",e34e3b1fffa13a6a
Andre Gusmao,"6' 0""",--,Orthodox,"May 19, 1977",cc300e9aa3063431
Alexander Gustafsson,"6' 5""","79""",Orthodox,"Jan 15, 1987",3c6976f8182d9527
Justin Guthrie,"6' 1""",--,,"Jan 19, 1981",a789defa9086da46
Horacio Gutierrez,"5' 10""",--,,"Sep 15, 1990",cd85b48dc880fabd
Chris Gutierrez,"5' 9""","67""",Orthodox,"Apr 22, 1991",45f0cc9d18f35137
Mando Gutierrez,"5' 6""","70""",Southpaw,"Feb 24, 1997",5f33ae0620e050c5
Mike Guymon,"6' 0""","74""",Orthodox,"Sep 17, 1974",eaea0fc7b76525a8
Chelsea Hackett,"5' 4""","66""",Switch,"Aug 16, 1998",184b7a36d50dcc5e
Keith Hackney,"5' 11""",--,Sideways,--,bf12aca029bfcc47
Jake Hadley,"5' 7""","70""",Southpaw,"Aug 03, 1996",60a42bf82447c919
Steve Hadsel,"5' 8""",--,,--,99793cf88c5adeee
Damir Hadzovic,"5' 9""","70""",Orthodox,"Aug 08, 1986",38c626ca912c7bac
Bassil Hafez,"5' 11""","72""",Orthodox,"Jan 31, 1992",f4d92416da98804b
Tim Hague,"6' 4""","76""",Orthodox,"May 09, 1983",219a254e15d60135
Yazan Hajeh,"5' 9""",--,Orthodox,"Sep 04, 1992",4955c524c2a71469
Stoney Hale,"6' 0""",--,,"Oct 18, 1979",206a7d47eb62170e
Kevin Haley,"6' 2""",--,,--,439d4bbefd4e6940
Mark Hall,"6' 0""",--,Orthodox,--,18524b46c570730b
Uriah Hall,"6' 0""","79""",Orthodox,"Jul 31, 1984",65578a75fa7900e3
Ryan Hall,"5' 10""","70""",Southpaw,"Feb 22, 1985",8866c6f509c19089
Dennis Hallman,"5' 9""","72""",Orthodox,"Dec 02, 1975",8a8a84b743ae7699
Piotr Hallmann,"5' 9""","71""",Orthodox,"Aug 25, 1987",a3be148af5c7b088
Tony Halme,"6' 3""",--,Orthodox,"Jan 06, 1963",bad28b7b34f334de
Brandon Halsey,"6' 0""",--,,"Sep 16, 1986",e763679f15326ae1
John Halverson,"5' 9""",--,Southpaw,"Sep 08, 1972",88c8f47241d90040
Seo Hee Ham,"5' 2""","62""",Southpaw,"Mar 08, 1987",165c244bcca3ed26
Frank Hamaker,--,--,,--,c3c23c99477c041b
Kazuhiro Hamanaka,"6' 0""",--,Southpaw,"Oct 24, 1978",1b4d6971bb18b82c
Rami Hamed,--,--,,"Apr 25, 1991",a59017211b775b5d
Matt Hamill,"6' 1""","76""",Orthodox,"Oct 05, 1976",98b80a717b9bda17
Jeremy Hamilton,--,--,,"Nov 14, 1984",7ada6ea792a34424
Anthony Hamilton,"6' 5""","76""",Orthodox,"Apr 14, 1980",c727c7d31c50c4cf
CJ Hamilton,"5' 7""","68""",Switch,"Oct 07, 1986",7da5839b223f3728
Jared Hamman,"6' 3""","75""",Orthodox,"Mar 07, 1982",23459ee7e373b98f
James Hammortree,"6' 3""",--,Orthodox,"Nov 29, 1983",1f77fce698e80488
Dean Hancock,--,--,,--,24e9d6b0a24cff9d
Chad Hanekom,"6' 4""","74""",Orthodox,"Apr 20, 1990",98533a2738124a0d
Joachim Hansen,"5' 7""",--,Southpaw,"May 26, 1979",86e388ed20761ad9
Kay Hansen,"5' 2""","63""",Orthodox,"Aug 14, 1999",4100c7a09497ad41
Nasrat Haqparast,"5' 10""","72""",Southpaw,"Aug 22, 1995",b7b84ccd221be298
Shin Haraguchi,"5' 6""","68""",Switch,"Nov 27, 1998",05b17ae24e6bba81
Janay Harding,--,--,,--,b9c3ee342eb72100
Antoni Hardonk,"6' 4""","78""",Orthodox,"Feb 05, 1976",69b69c0178c4004d
George Hardwick,"5' 10""","72""",Orthodox,"Dec 06, 1996",f55a6807b6bb853d
Dan Hardy,"6' 0""","74""",Orthodox,"May 17, 1982",473ce3aa581251a2
Veronica Hardy,"5' 4""","64""",Southpaw,"Oct 30, 1995",4798e823ada58fe9
Greg Hardy,"6' 5""","80""",Orthodox,"Jul 28, 1988",85073dbd1be65ed9
Tobias Harila,--,--,,"Jan 13, 1994",4d1e92b61bcef308
Baru Harn,--,--,,--,848809f3986b4977
Scott Harper,"6' 0""",--,Orthodox,"Apr 14, 1972",14a433bccba87016
Josiah Harrell,"5' 7""","68""",Southpaw,"Nov 13, 1998",e5864a42c80294f6
Gerry Harris,"6' 8""",--,Orthodox,--,30cd319d39ee689b
Gerald Harris,"5' 11""","77""",Southpaw,"Nov 19, 1979",c4b81cdecd5d6abe
Phil Harris,"5' 4""","65""",Orthodox,"Sep 04, 1983",ba043b03eb799063
Walt Harris,"6' 5""","77""",Southpaw,"Jun 10, 1983",03f982ca3735070c
Dhafir Harris,--,--,,"Aug 04, 1977",0e96af5220d27ed4
Trevor Harris,"5' 6""",--,,--,0e98b05d3cf6d271
Carlston Harris,"6' 0""","76""",Orthodox,"Jul 09, 1987",a53d30163304aa6e
Collin Hart,"6' 1""",--,Orthodox,"Oct 12, 1989",16bf6a73bdd302cd
Dale Hartt,"5' 10""","69""",Orthodox,"Apr 04, 1979",058e4e08a1ad8aba
Luke Hartwig,--,--,,--,34f3869747bf8fa9
Clay Harvison,"6' 1""","74""",Orthodox,"Sep 25, 1980",83a477a7dba1ca58
Hidehiko Hasegawa,"5' 9""",--,,"Jul 13, 1978",2a2eeee20ef049cf
Chris Haseman,"5' 11""",--,Orthodox,"Jun 02, 1969",5bd533d50c8e7b8a
Takayo Hashi,"5' 4""",--,Orthodox,"Oct 02, 1977",ae4343d29c68e9d0
Tomohiko Hashimoto,"6' 0""",--,Orthodox,--,a890f9a791ed615d
Justin Haskins,"5' 10""",--,Orthodox,"Aug 30, 1979",77940e45bc86208e
Hayder Hassan,"5' 10""",--,,"Oct 20, 1982",cf615eb4b7862c76
Ahmad Hassanzada,"6' 1""","75""",Orthodox,"Nov 20, 1996",bf7a64d9ae343e86
Daiki Hata,"5' 6""",--,Orthodox,"Aug 24, 1982",c76ceda100ac0fad
John Hathaway,"6' 1""","75""",Orthodox,"Jul 23, 1987",28f3c2258a1d8874
Phil Hawes,"6' 0""","77""",Orthodox,"Jan 08, 1989",547afe1017e72dbe
Justin Hawes,"5' 11""",--,,"Jan 13, 1979",5c7fc58e782b6842
Chris Hawk,"6' 1""",--,,--,9460c867aae1987e
Del Hawkins,"5' 5""",--,Orthodox,--,885e7f70dcac0007
Tommy Hayden,"5' 9""",--,Southpaw,"Mar 11, 1986",0871254cd790c250
Mike Hayes,"6' 4""",--,Orthodox,--,0cfbbfa0ba6d9855
Ryan Hayes,--,--,,--,a620638435de0628
Gerric Hayes,"5' 10""",--,,--,7d6a3546c988cdc0
Josh Haynes,"5' 9""",--,Orthodox,"Jul 30, 1977",6ef58dabef8beb15
Dustin Hazelett,"6' 1""","76""",Orthodox,"Apr 29, 1986",a149d6bc670cdb60
James Head,"6' 1""","73""",Orthodox,"Feb 09, 1984",19a8cce18a1cef9e
Pat Healy,"6' 0""","72""",Orthodox,"Jul 20, 1983",50d2f0018bcf9eef
Ryan Healy,"6' 1""",--,Orthodox,"Jul 20, 1983",f3eb664db7fb1df3
Spencer Hearns,"5' 11""",--,,--,d85cf12439945941
David Heath,"5' 11""","72""",Orthodox,"Feb 10, 1976",4f95f74620a6b7a4
Chris Heatherly,"5' 9""",--,Orthodox,"Nov 24, 1987",bad8be5827ea1bf1
Jake Hecht,"6' 0""","73""",Orthodox,"Feb 09, 1984",e57fdbea1b828202
Nick Hein,"5' 6""","66""",Southpaw,"Apr 24, 1984",2816ced060a21be3
Ian Heinisch,"5' 11""","72""",Orthodox,"Aug 05, 1988",2e585c701f72fe55
Marcin Held,"5' 9""","71""",Orthodox,"Jan 18, 1992",bf43fed8f29e1671
Delson Heleno,"5' 11""",--,Orthodox,"Nov 16, 1977",970beed85bc46b63
Matt Helm,--,--,,--,cacfd51b8e97ace0
Elisha Helsper,"5' 6""",--,Orthodox,"Feb 06, 1983",0971be7d94e109e1
Dan Henderson,"5' 11""","74""",Orthodox,"Aug 24, 1970",1ccf4e7caff270df
Benson Henderson,"5' 9""","70""",Southpaw,"Nov 16, 1983",2676b28836a5a836
Ron Henderson,"5' 10""",--,,--,498f0d066396ec59
Josh Hendricks,"6' 2""",--,Southpaw,"Aug 28, 1976",7649c4c95b824488
Johny Hendricks,"5' 9""","69""",Southpaw,"Sep 12, 1983",0941df56f6ac954b
Cory Hendricks,"6' 3""",--,,"May 10, 1988",9ab9912e0f8fa6d6
Luis Henrique,"6' 2""","74""",Orthodox,"Aug 21, 1993",e5bda12faabfc850
Jose Henrique,"6' 3""","79""",Orthodox,"May 23, 2002",20a0e4cc5227c117
Diego Henrique da Silva,"6' 2""",--,Orthodox,"Aug 22, 1986",1649770c649db6a5
Danny Henry,"6' 0""","73""",Orthodox,"Jul 17, 1988",f7d73e452b064bf2
Victor Henry,"5' 7""","68""",Switch,"May 04, 1987",eb8d8c2a95cfccb8
TJ Hepburn,"5' 7""",--,,--,e1acbb6352ca3551
Jai Herbert,"6' 1""","77""",Orthodox,"May 13, 1988",4c88a1db5a46c6a4
Ed Herman,"6' 1""","77""",Orthodox,"Oct 02, 1980",06f36cf4bd97ec77
Dave Herman,"6' 4""","77""",Orthodox,"Oct 03, 1984",cbd6f1abf955e628
Jack Hermansson,"6' 1""","77""",Orthodox,"Jun 10, 1988",0a1942069c9ad6b6
Noe Hernandez,--,--,Orthodox,--,df2cf66d8c0123db
Joe Hernandez,--,--,,--,4a76daef28549957
Ramiro Hernandez,"5' 9""",--,Orthodox,"Jul 22, 1986",915c8d39d4a0e7d1
Alexander Hernandez,"5' 9""","72""",Orthodox,"Oct 01, 1992",262a7d06203657e6
Anthony Hernandez,"6' 0""","75""",Orthodox,"Oct 18, 1993",093e1f5bb73850be
Nohelin Hernandez,"5' 10""","71""",Orthodox,"Mar 01, 1994",f97c5433c77522d3
Carlos Hernandez,"5' 8""","67""",Orthodox,"Oct 25, 1993",798e48f9e7f6ba22
Paul Herrera,"5' 10""",--,Orthodox,--,440c9dbab63528fb
Chris Herrera,"5' 10""",--,,--,f71028a6e5128856
Geane Herrera,"5' 5""","66""",Orthodox,"May 27, 1990",c169545ab0825f44
Alvaro Herrera Mendoza,"6' 0""","74""",Orthodox,"May 14, 1990",74d35fbc9c6a61bd
Felice Herrig,"5' 4""","65""",Orthodox,"Sep 18, 1984",b6850671a008bf9a
Heath Herring,"6' 4""","78""",Orthodox,"Mar 02, 1978",7450525c7ba032a0
Jon Hess,"6' 7""",--,,--,32a3025d5db456ae
Clint Hester,"6' 2""","77""",Orthodox,"Nov 21, 1986",92b62174c175ce19
Brandon Hester,"6' 1""",--,,--,13150cf89a5b81e0
Jimy Hettes,"5' 9""","71""",Southpaw,"Jun 09, 1987",893d51aaf024eddd
Conor Heun,"5' 10""",--,Orthodox,"Feb 11, 1979",fdb02029556ff4ed
Marcus Hicks,"5' 6""","64""",Southpaw,"Nov 25, 1975",e69c5ce12f4e762b
Jay Hieron,"6' 0""","75""",Orthodox,"Jul 29, 1976",5bb0a618ad03ac64
Brady Hiestand,"5' 8""","71""",Orthodox,"Apr 30, 1999",7af33fc4435017f1
Lee Higgins,--,--,,"Jul 14, 1980",88432fe79d5091d9
Jason High,"5' 8""","73""",Southpaw,"Oct 12, 1981",e5d03e4d966126bd
Richie Hightower,"5' 8""",--,Orthodox,"Nov 26, 1974",318e629d1eb7aa49
Alex Higley,"5' 10""",--,,--,2af2d675f7d847e3
Corey Hill,"6' 4""","80""",Orthodox,"Oct 03, 1978",abbc737317f66b81
Isaiah Hill,"5' 10""",--,,--,86b30a86664cb6e4
